date,location,year,month,day,rainfall_mm,temp_avg_c,soil_moisture_index
2015-01-01,Arusha,2015,1,1,0.88,24.0,0.52
2015-01-02,Arusha,2015,1,2,0.02,23.77,0.52
2015-01-03,Arusha,2015,1,3,0.19,24.22,0.52
2015-01-04,Arusha,2015,1,4,2.97,25.19,0.51
2015-01-05,Arusha,2015,1,5,12.34,22.99,0.52
2015-01-06,Arusha,2015,1,6,1.73,23.4,0.53
2015-01-07,Arusha,2015,1,7,2.17,22.42,0.53
2015-01-08,Arusha,2015,1,8,0.45,23.56,0.52
2015-01-09,Arusha,2015,1,9,0.19,24.92,0.52
2015-01-10,Arusha,2015,1,10,0.69,24.14,0.52
2015-01-11,Arusha,2015,1,11,2.73,21.64,0.52
2015-01-12,Arusha,2015,1,12,0.69,22.06,0.52
2015-01-13,Arusha,2015,1,13,0.13,24.11,0.52
2015-01-14,Arusha,2015,1,14,0.0,23.54,0.51
2015-01-15,Arusha,2015,1,15,0.0,23.41,0.51
2015-01-16,Arusha,2015,1,16,0.15,24.65,0.51
2015-01-17,Arusha,2015,1,17,0.17,25.71,0.5
2015-01-18,Arusha,2015,1,18,3.15,25.53,0.5
2015-01-19,Arusha,2015,1,19,12.93,23.91,0.52
2015-01-20,Arusha,2015,1,20,25.38,21.56,0.52
2015-01-21,Arusha,2015,1,21,2.92,22.72,0.55
2015-01-22,Arusha,2015,1,22,0.47,23.6,0.55
2015-01-23,Arusha,2015,1,23,0.46,23.38,0.54
2015-01-24,Arusha,2015,1,24,0.09,23.66,0.54
2015-01-25,Arusha,2015,1,25,0.03,23.98,0.54
2015-01-26,Arusha,2015,1,26,0.29,23.71,0.53
2015-01-27,Arusha,2015,1,27,0.4,23.9,0.53
2015-01-28,Arusha,2015,1,28,1.77,23.97,0.52
2015-01-29,Arusha,2015,1,29,1.87,24.29,0.52
2015-01-30,Arusha,2015,1,30,0.18,25.02,0.52
2015-01-31,Arusha,2015,1,31,0.05,25.52,0.52
2015-02-01,Arusha,2015,2,1,0.41,25.66,0.51
2015-02-02,Arusha,2015,2,2,0.1,26.16,0.51
2015-02-03,Arusha,2015,2,3,0.04,25.81,0.51
2015-02-04,Arusha,2015,2,4,0.14,26.11,0.5
2015-02-05,Arusha,2015,2,5,0.03,26.14,0.5
2015-02-06,Arusha,2015,2,6,0.17,25.7,0.5
2015-02-07,Arusha,2015,2,7,0.03,25.67,0.49
2015-02-08,Arusha,2015,2,8,0.04,25.22,0.49
2015-02-09,Arusha,2015,2,9,0.03,24.94,0.49
2015-02-10,Arusha,2015,2,10,2.5,24.05,0.49
2015-02-11,Arusha,2015,2,11,1.91,24.71,0.48
2015-02-12,Arusha,2015,2,12,4.92,24.69,0.48
2015-02-13,Arusha,2015,2,13,6.24,25.26,0.49
2015-02-14,Arusha,2015,2,14,10.58,25.64,0.49
2015-02-15,Arusha,2015,2,15,16.91,21.47,0.51
2015-02-16,Arusha,2015,2,16,21.34,21.27,0.55
2015-02-17,Arusha,2015,2,17,0.57,22.11,0.55
2015-02-18,Arusha,2015,2,18,1.85,22.81,0.55
2015-02-19,Arusha,2015,2,19,0.34,24.09,0.54
2015-02-20,Arusha,2015,2,20,0.04,24.67,0.54
2015-02-21,Arusha,2015,2,21,0.04,24.3,0.54
2015-02-22,Arusha,2015,2,22,0.13,24.6,0.53
2015-02-23,Arusha,2015,2,23,0.09,23.95,0.53
2015-02-24,Arusha,2015,2,24,0.09,24.35,0.53
2015-02-25,Arusha,2015,2,25,0.39,24.72,0.52
2015-02-26,Arusha,2015,2,26,0.37,24.47,0.52
2015-02-27,Arusha,2015,2,27,0.7,24.71,0.52
2015-02-28,Arusha,2015,2,28,0.08,24.73,0.51
2015-03-01,Arusha,2015,3,1,0.77,25.26,0.51
2015-03-02,Arusha,2015,3,2,2.78,24.55,0.51
2015-03-03,Arusha,2015,3,3,0.11,24.03,0.51
2015-03-04,Arusha,2015,3,4,0.01,23.74,0.5
2015-03-05,Arusha,2015,3,5,0.0,22.5,0.5
2015-03-06,Arusha,2015,3,6,0.04,24.25,0.5
2015-03-07,Arusha,2015,3,7,0.0,24.85,0.5
2015-03-08,Arusha,2015,3,8,0.0,24.91,0.49
2015-03-09,Arusha,2015,3,9,0.0,25.0,0.49
2015-03-10,Arusha,2015,3,10,0.0,24.9,0.49
2015-03-11,Arusha,2015,3,11,0.0,25.37,0.48
2015-03-12,Arusha,2015,3,12,0.58,24.97,0.48
2015-03-13,Arusha,2015,3,13,0.53,25.01,0.48
2015-03-14,Arusha,2015,3,14,0.38,24.28,0.48
2015-03-15,Arusha,2015,3,15,0.04,24.23,0.48
2015-03-16,Arusha,2015,3,16,0.46,24.13,0.48
2015-03-17,Arusha,2015,3,17,1.8,24.65,0.48
2015-03-18,Arusha,2015,3,18,0.5,24.48,0.47
2015-03-19,Arusha,2015,3,19,0.37,24.99,0.47
2015-03-20,Arusha,2015,3,20,5.1,23.39,0.47
2015-03-21,Arusha,2015,3,21,2.09,22.69,0.48
2015-03-22,Arusha,2015,3,22,3.94,21.92,0.48
2015-03-23,Arusha,2015,3,23,10.2,23.03,0.48
2015-03-24,Arusha,2015,3,24,16.77,21.71,0.5
2015-03-25,Arusha,2015,3,25,3.79,21.7,0.51
2015-03-26,Arusha,2015,3,26,2.79,22.16,0.51
2015-03-27,Arusha,2015,3,27,2.37,23.34,0.51
2015-03-28,Arusha,2015,3,28,13.18,21.87,0.52
2015-03-29,Arusha,2015,3,29,8.06,22.74,0.53
2015-03-30,Arusha,2015,3,30,7.65,22.94,0.54
2015-03-31,Arusha,2015,3,31,7.32,22.95,0.55
2015-04-01,Arusha,2015,4,1,4.14,23.52,0.55
2015-04-02,Arusha,2015,4,2,4.28,23.42,0.55
2015-04-03,Arusha,2015,4,3,11.46,23.1,0.55
2015-04-04,Arusha,2015,4,4,10.99,22.65,0.56
2015-04-05,Arusha,2015,4,5,11.04,22.43,0.58
2015-04-06,Arusha,2015,4,6,6.26,22.01,0.58
2015-04-07,Arusha,2015,4,7,1.26,22.69,0.58
2015-04-08,Arusha,2015,4,8,3.73,22.61,0.58
2015-04-09,Arusha,2015,4,9,8.39,22.58,0.59
2015-04-10,Arusha,2015,4,10,16.35,21.45,0.6
2015-04-11,Arusha,2015,4,11,10.47,21.24,0.61
2015-04-12,Arusha,2015,4,12,6.35,21.7,0.61
2015-04-13,Arusha,2015,4,13,3.37,22.34,0.61
2015-04-14,Arusha,2015,4,14,4.96,22.33,0.61
2015-04-15,Arusha,2015,4,15,5.62,22.23,0.61
2015-04-16,Arusha,2015,4,16,5.71,21.44,0.62
2015-04-17,Arusha,2015,4,17,1.6,22.02,0.61
2015-04-18,Arusha,2015,4,18,0.9,21.9,0.61
2015-04-19,Arusha,2015,4,19,1.14,22.12,0.6
2015-04-20,Arusha,2015,4,20,1.56,22.07,0.6
2015-04-21,Arusha,2015,4,21,1.66,22.09,0.6
2015-04-22,Arusha,2015,4,22,2.45,21.94,0.59
2015-04-23,Arusha,2015,4,23,1.9,21.89,0.59
2015-04-24,Arusha,2015,4,24,0.59,21.23,0.59
2015-04-25,Arusha,2015,4,25,4.34,21.17,0.58
2015-04-26,Arusha,2015,4,26,4.02,21.32,0.59
2015-04-27,Arusha,2015,4,27,19.84,21.23,0.59
2015-04-28,Arusha,2015,4,28,10.23,21.1,0.61
2015-04-29,Arusha,2015,4,29,21.68,20.38,0.63
2015-04-30,Arusha,2015,4,30,43.3,20.44,0.65
2015-05-01,Arusha,2015,5,1,41.71,21.06,0.71
2015-05-02,Arusha,2015,5,2,12.0,20.29,0.73
2015-05-03,Arusha,2015,5,3,4.48,20.13,0.73
2015-05-04,Arusha,2015,5,4,10.77,20.15,0.73
2015-05-05,Arusha,2015,5,5,6.68,19.31,0.74
2015-05-06,Arusha,2015,5,6,3.91,20.18,0.74
2015-05-07,Arusha,2015,5,7,10.2,19.87,0.74
2015-05-08,Arusha,2015,5,8,8.33,19.3,0.74
2015-05-09,Arusha,2015,5,9,4.29,18.68,0.74
2015-05-10,Arusha,2015,5,10,1.79,19.99,0.74
2015-05-11,Arusha,2015,5,11,1.1,19.97,0.74
2015-05-12,Arusha,2015,5,12,1.6,20.33,0.73
2015-05-13,Arusha,2015,5,13,1.38,20.29,0.73
2015-05-14,Arusha,2015,5,14,2.54,20.73,0.73
2015-05-15,Arusha,2015,5,15,1.76,20.71,0.72
2015-05-16,Arusha,2015,5,16,0.99,20.36,0.72
2015-05-17,Arusha,2015,5,17,0.58,19.58,0.71
2015-05-18,Arusha,2015,5,18,0.59,18.72,0.71
2015-05-19,Arusha,2015,5,19,0.56,18.82,0.7
2015-05-20,Arusha,2015,5,20,1.17,19.04,0.7
2015-05-21,Arusha,2015,5,21,0.55,19.32,0.69
2015-05-22,Arusha,2015,5,22,0.57,19.37,0.69
2015-05-23,Arusha,2015,5,23,0.84,19.78,0.68
2015-05-24,Arusha,2015,5,24,0.78,19.77,0.68
2015-05-25,Arusha,2015,5,25,0.56,19.56,0.67
2015-05-26,Arusha,2015,5,26,2.5,19.75,0.67
2015-05-27,Arusha,2015,5,27,1.75,19.87,0.67
2015-05-28,Arusha,2015,5,28,3.36,19.68,0.66
2015-05-29,Arusha,2015,5,29,2.44,20.08,0.66
2015-05-30,Arusha,2015,5,30,5.22,20.24,0.66
2015-05-31,Arusha,2015,5,31,8.37,19.75,0.66
2015-06-01,Arusha,2015,6,1,7.53,19.63,0.67
2015-06-02,Arusha,2015,6,2,3.25,19.35,0.67
2015-06-03,Arusha,2015,6,3,1.09,19.44,0.66
2015-06-04,Arusha,2015,6,4,3.05,19.72,0.66
2015-06-05,Arusha,2015,6,5,0.53,20.8,0.66
2015-06-06,Arusha,2015,6,6,0.66,20.02,0.66
2015-06-07,Arusha,2015,6,7,0.03,18.56,0.65
2015-06-08,Arusha,2015,6,8,0.05,18.42,0.65
2015-06-09,Arusha,2015,6,9,0.06,18.43,0.64
2015-06-10,Arusha,2015,6,10,0.53,18.53,0.64
2015-06-11,Arusha,2015,6,11,0.11,18.16,0.63
2015-06-12,Arusha,2015,6,12,0.59,17.85,0.63
2015-06-13,Arusha,2015,6,13,0.21,18.63,0.63
2015-06-14,Arusha,2015,6,14,0.03,18.66,0.62
2015-06-15,Arusha,2015,6,15,0.0,17.73,0.62
2015-06-16,Arusha,2015,6,16,0.02,18.5,0.61
2015-06-17,Arusha,2015,6,17,0.1,19.17,0.61
2015-06-18,Arusha,2015,6,18,0.4,19.98,0.61
2015-06-19,Arusha,2015,6,19,0.86,19.07,0.6
2015-06-20,Arusha,2015,6,20,0.29,18.49,0.6
2015-06-21,Arusha,2015,6,21,0.2,17.8,0.6
2015-06-22,Arusha,2015,6,22,0.09,18.26,0.59
2015-06-23,Arusha,2015,6,23,0.55,19.92,0.59
2015-06-24,Arusha,2015,6,24,0.47,20.01,0.59
2015-06-25,Arusha,2015,6,25,0.4,19.78,0.58
2015-06-26,Arusha,2015,6,26,0.4,19.42,0.58
2015-06-27,Arusha,2015,6,27,0.77,18.95,0.58
2015-06-28,Arusha,2015,6,28,0.47,19.2,0.58
2015-06-29,Arusha,2015,6,29,0.36,19.91,0.57
2015-06-30,Arusha,2015,6,30,0.23,20.89,0.57
2015-07-01,Arusha,2015,7,1,0.12,19.95,0.57
2015-07-02,Arusha,2015,7,2,0.24,19.98,0.56
2015-07-03,Arusha,2015,7,3,0.16,18.82,0.56
2015-07-04,Arusha,2015,7,4,0.12,18.32,0.56
2015-07-05,Arusha,2015,7,5,0.36,18.55,0.56
2015-07-06,Arusha,2015,7,6,2.8,19.13,0.56
2015-07-07,Arusha,2015,7,7,2.65,19.28,0.56
2015-07-08,Arusha,2015,7,8,2.89,19.37,0.56
2015-07-09,Arusha,2015,7,9,1.23,18.64,0.56
2015-07-10,Arusha,2015,7,10,0.35,18.55,0.55
2015-07-11,Arusha,2015,7,11,0.04,17.44,0.55
2015-07-12,Arusha,2015,7,12,0.17,18.58,0.55
2015-07-13,Arusha,2015,7,13,0.12,19.2,0.55
2015-07-14,Arusha,2015,7,14,0.1,18.88,0.54
2015-07-15,Arusha,2015,7,15,0.26,18.06,0.54
2015-07-16,Arusha,2015,7,16,0.12,17.82,0.54
2015-07-17,Arusha,2015,7,17,0.22,18.96,0.54
2015-07-18,Arusha,2015,7,18,1.2,19.71,0.54
2015-07-19,Arusha,2015,7,19,0.76,20.2,0.53
2015-07-20,Arusha,2015,7,20,0.26,19.51,0.53
2015-07-21,Arusha,2015,7,21,0.07,19.01,0.53
2015-07-22,Arusha,2015,7,22,0.08,18.82,0.53
2015-07-23,Arusha,2015,7,23,0.08,19.89,0.53
2015-07-24,Arusha,2015,7,24,0.07,19.7,0.52
2015-07-25,Arusha,2015,7,25,2.91,19.43,0.52
2015-07-26,Arusha,2015,7,26,0.88,20.48,0.52
2015-07-27,Arusha,2015,7,27,1.41,20.33,0.52
2015-07-28,Arusha,2015,7,28,1.86,19.37,0.52
2015-07-29,Arusha,2015,7,29,5.4,19.46,0.53
2015-07-30,Arusha,2015,7,30,0.56,19.52,0.53
2015-07-31,Arusha,2015,7,31,0.29,20.77,0.53
2015-08-01,Arusha,2015,8,1,0.61,20.58,0.52
2015-08-02,Arusha,2015,8,2,1.63,19.95,0.52
2015-08-03,Arusha,2015,8,3,1.66,19.77,0.52
2015-08-04,Arusha,2015,8,4,0.32,18.76,0.52
2015-08-05,Arusha,2015,8,5,0.36,19.71,0.52
2015-08-06,Arusha,2015,8,6,0.73,20.36,0.52
2015-08-07,Arusha,2015,8,7,0.95,19.4,0.52
2015-08-08,Arusha,2015,8,8,0.69,18.52,0.52
2015-08-09,Arusha,2015,8,9,0.1,18.5,0.51
2015-08-10,Arusha,2015,8,10,0.02,19.38,0.51
2015-08-11,Arusha,2015,8,11,0.03,18.05,0.51
2015-08-12,Arusha,2015,8,12,0.02,20.05,0.51
2015-08-13,Arusha,2015,8,13,0.01,20.56,0.51
2015-08-14,Arusha,2015,8,14,0.1,20.41,0.51
2015-08-15,Arusha,2015,8,15,0.15,19.89,0.5
2015-08-16,Arusha,2015,8,16,0.12,19.23,0.5
2015-08-17,Arusha,2015,8,17,0.07,19.81,0.5
2015-08-18,Arusha,2015,8,18,0.07,19.64,0.5
2015-08-19,Arusha,2015,8,19,0.14,20.59,0.5
2015-08-20,Arusha,2015,8,20,0.25,21.19,0.5
2015-08-21,Arusha,2015,8,21,0.18,20.34,0.49
2015-08-22,Arusha,2015,8,22,0.18,20.2,0.49
2015-08-23,Arusha,2015,8,23,0.16,19.36,0.49
2015-08-24,Arusha,2015,8,24,0.19,19.08,0.49
2015-08-25,Arusha,2015,8,25,0.4,20.24,0.49
2015-08-26,Arusha,2015,8,26,0.19,20.48,0.49
2015-08-27,Arusha,2015,8,27,0.24,20.73,0.48
2015-08-28,Arusha,2015,8,28,0.51,20.91,0.48
2015-08-29,Arusha,2015,8,29,0.5,21.1,0.48
2015-08-30,Arusha,2015,8,30,0.16,21.11,0.48
2015-08-31,Arusha,2015,8,31,0.79,21.35,0.48
2015-09-01,Arusha,2015,9,1,0.42,20.99,0.48
2015-09-02,Arusha,2015,9,2,0.44,21.68,0.48
2015-09-03,Arusha,2015,9,3,0.25,19.96,0.48
2015-09-04,Arusha,2015,9,4,0.43,21.0,0.47
2015-09-05,Arusha,2015,9,5,0.11,21.01,0.47
2015-09-06,Arusha,2015,9,6,0.05,21.18,0.47
2015-09-07,Arusha,2015,9,7,0.12,20.7,0.47
2015-09-08,Arusha,2015,9,8,0.01,20.53,0.47
2015-09-09,Arusha,2015,9,9,0.09,21.28,0.47
2015-09-10,Arusha,2015,9,10,0.26,21.69,0.47
2015-09-11,Arusha,2015,9,11,0.43,21.98,0.47
2015-09-12,Arusha,2015,9,12,0.12,22.11,0.47
2015-09-13,Arusha,2015,9,13,0.07,22.33,0.47
2015-09-14,Arusha,2015,9,14,0.31,22.36,0.47
2015-09-15,Arusha,2015,9,15,0.17,21.39,0.47
2015-09-16,Arusha,2015,9,16,0.07,21.98,0.47
2015-09-17,Arusha,2015,9,17,0.02,22.99,0.47
2015-09-18,Arusha,2015,9,18,0.02,23.63,0.47
2015-09-19,Arusha,2015,9,19,0.03,23.62,0.47
2015-09-20,Arusha,2015,9,20,0.01,22.07,0.47
2015-09-21,Arusha,2015,9,21,0.04,21.96,0.47
2015-09-22,Arusha,2015,9,22,0.17,22.52,0.47
2015-09-23,Arusha,2015,9,23,0.09,22.02,0.47
2015-09-24,Arusha,2015,9,24,0.17,22.79,0.47
2015-09-25,Arusha,2015,9,25,0.16,22.52,0.47
2015-09-26,Arusha,2015,9,26,0.17,22.1,0.47
2015-09-27,Arusha,2015,9,27,0.13,22.21,0.47
2015-09-28,Arusha,2015,9,28,0.6,22.9,0.47
2015-09-29,Arusha,2015,9,29,0.68,23.89,0.47
2015-09-30,Arusha,2015,9,30,0.79,24.54,0.47
2015-10-01,Arusha,2015,10,1,1.05,24.46,0.47
2015-10-02,Arusha,2015,10,2,1.8,24.41,0.47
2015-10-03,Arusha,2015,10,3,3.09,23.92,0.47
2015-10-04,Arusha,2015,10,4,4.02,22.95,0.48
2015-10-05,Arusha,2015,10,5,0.74,22.48,0.48
2015-10-06,Arusha,2015,10,6,1.64,22.56,0.47
2015-10-07,Arusha,2015,10,7,4.66,21.14,0.48
2015-10-08,Arusha,2015,10,8,7.91,22.39,0.48
2015-10-09,Arusha,2015,10,9,2.74,22.74,0.49
2015-10-10,Arusha,2015,10,10,1.49,22.95,0.49
2015-10-11,Arusha,2015,10,11,0.87,22.57,0.49
2015-10-12,Arusha,2015,10,12,6.69,22.49,0.49
2015-10-13,Arusha,2015,10,13,1.27,22.73,0.49
2015-10-14,Arusha,2015,10,14,0.85,22.97,0.49
2015-10-15,Arusha,2015,10,15,0.75,22.76,0.49
2015-10-16,Arusha,2015,10,16,0.87,23.46,0.49
2015-10-17,Arusha,2015,10,17,1.48,22.68,0.49
2015-10-18,Arusha,2015,10,18,0.58,23.04,0.49
2015-10-19,Arusha,2015,10,19,0.61,22.72,0.48
2015-10-20,Arusha,2015,10,20,0.05,23.31,0.48
2015-10-21,Arusha,2015,10,21,0.39,23.47,0.48
2015-10-22,Arusha,2015,10,22,0.66,23.62,0.48
2015-10-23,Arusha,2015,10,23,1.29,23.29,0.48
2015-10-24,Arusha,2015,10,24,0.7,23.71,0.48
2015-10-25,Arusha,2015,10,25,0.25,23.93,0.48
2015-10-26,Arusha,2015,10,26,0.13,24.44,0.47
2015-10-27,Arusha,2015,10,27,0.46,24.58,0.47
2015-10-28,Arusha,2015,10,28,0.34,24.17,0.47
2015-10-29,Arusha,2015,10,29,0.81,22.98,0.47
2015-10-30,Arusha,2015,10,30,0.36,24.9,0.47
2015-10-31,Arusha,2015,10,31,0.91,25.16,0.47
2015-11-01,Arusha,2015,11,1,2.58,23.62,0.47
2015-11-02,Arusha,2015,11,2,3.54,25.36,0.47
2015-11-03,Arusha,2015,11,3,11.37,23.39,0.48
2015-11-04,Arusha,2015,11,4,7.16,24.34,0.49
2015-11-05,Arusha,2015,11,5,3.25,23.49,0.5
2015-11-06,Arusha,2015,11,6,10.02,21.36,0.5
2015-11-07,Arusha,2015,11,7,1.53,22.35,0.51
2015-11-08,Arusha,2015,11,8,3.34,22.85,0.51
2015-11-09,Arusha,2015,11,9,5.21,21.69,0.51
2015-11-10,Arusha,2015,11,10,1.42,22.71,0.51
2015-11-11,Arusha,2015,11,11,2.94,22.15,0.51
2015-11-12,Arusha,2015,11,12,1.23,22.62,0.51
2015-11-13,Arusha,2015,11,13,1.28,23.24,0.51
2015-11-14,Arusha,2015,11,14,2.25,23.25,0.51
2015-11-15,Arusha,2015,11,15,1.52,23.38,0.51
2015-11-16,Arusha,2015,11,16,25.95,22.46,0.52
2015-11-17,Arusha,2015,11,17,24.64,22.34,0.55
2015-11-18,Arusha,2015,11,18,27.94,21.8,0.58
2015-11-19,Arusha,2015,11,19,5.58,22.21,0.6
2015-11-20,Arusha,2015,11,20,0.49,22.21,0.6
2015-11-21,Arusha,2015,11,21,3.64,22.41,0.59
2015-11-22,Arusha,2015,11,22,4.39,22.79,0.59
2015-11-23,Arusha,2015,11,23,1.23,23.22,0.59
2015-11-24,Arusha,2015,11,24,0.39,23.57,0.59
2015-11-25,Arusha,2015,11,25,0.87,23.58,0.58
2015-11-26,Arusha,2015,11,26,3.73,22.36,0.58
2015-11-27,Arusha,2015,11,27,4.43,23.28,0.58
2015-11-28,Arusha,2015,11,28,1.86,23.38,0.58
2015-11-29,Arusha,2015,11,29,4.35,22.82,0.58
2015-11-30,Arusha,2015,11,30,0.99,22.84,0.58
2015-12-01,Arusha,2015,12,1,0.54,22.36,0.58
2015-12-02,Arusha,2015,12,2,0.87,22.89,0.57
2015-12-03,Arusha,2015,12,3,0.43,22.83,0.57
2015-12-04,Arusha,2015,12,4,1.94,22.98,0.57
2015-12-05,Arusha,2015,12,5,0.53,23.57,0.56
2015-12-06,Arusha,2015,12,6,0.77,24.29,0.56
2015-12-07,Arusha,2015,12,7,1.56,24.1,0.56
2015-12-08,Arusha,2015,12,8,2.68,23.63,0.56
2015-12-09,Arusha,2015,12,9,4.66,24.18,0.56
2015-12-10,Arusha,2015,12,10,2.52,24.3,0.56
2015-12-11,Arusha,2015,12,11,1.5,24.44,0.56
2015-12-12,Arusha,2015,12,12,13.11,23.09,0.56
2015-12-13,Arusha,2015,12,13,35.53,21.46,0.6
2015-12-14,Arusha,2015,12,14,10.94,22.4,0.62
2015-12-15,Arusha,2015,12,15,4.86,20.64,0.62
2015-12-16,Arusha,2015,12,16,22.11,20.7,0.65
2015-12-17,Arusha,2015,12,17,12.44,22.78,0.65
2015-12-18,Arusha,2015,12,18,8.32,22.77,0.66
2015-12-19,Arusha,2015,12,19,15.16,22.39,0.66
2015-12-20,Arusha,2015,12,20,7.09,21.85,0.68
2015-12-21,Arusha,2015,12,21,6.33,22.59,0.68
2015-12-22,Arusha,2015,12,22,3.34,23.31,0.68
2015-12-23,Arusha,2015,12,23,0.11,23.32,0.67
2015-12-24,Arusha,2015,12,24,0.28,23.02,0.66
2015-12-25,Arusha,2015,12,25,0.09,23.24,0.66
2015-12-26,Arusha,2015,12,26,0.09,23.23,0.65
2015-12-27,Arusha,2015,12,27,3.91,23.33,0.64
2015-12-28,Arusha,2015,12,28,4.36,23.62,0.64
2015-12-29,Arusha,2015,12,29,0.67,23.33,0.64
2015-12-30,Arusha,2015,12,30,0.2,23.09,0.63
2015-12-31,Arusha,2015,12,31,0.66,23.75,0.63
2016-01-01,Arusha,2016,1,1,0.19,24.5,0.62
2016-01-02,Arusha,2016,1,2,0.6,23.86,0.62
2016-01-03,Arusha,2016,1,3,2.05,24.05,0.61
2016-01-04,Arusha,2016,1,4,2.35,24.1,0.61
2016-01-05,Arusha,2016,1,5,0.75,23.72,0.6
2016-01-06,Arusha,2016,1,6,0.41,24.42,0.6
2016-01-07,Arusha,2016,1,7,2.65,23.69,0.6
2016-01-08,Arusha,2016,1,8,1.21,24.31,0.59
2016-01-09,Arusha,2016,1,9,2.08,23.89,0.59
2016-01-10,Arusha,2016,1,10,5.69,22.55,0.59
2016-01-11,Arusha,2016,1,11,11.68,21.82,0.6
2016-01-12,Arusha,2016,1,12,2.35,22.93,0.61
2016-01-13,Arusha,2016,1,13,1.31,23.5,0.6
2016-01-14,Arusha,2016,1,14,2.1,23.87,0.6
2016-01-15,Arusha,2016,1,15,7.54,23.05,0.6
2016-01-16,Arusha,2016,1,16,3.29,22.36,0.6
2016-01-17,Arusha,2016,1,17,14.09,22.16,0.61
2016-01-18,Arusha,2016,1,18,6.82,22.39,0.62
2016-01-19,Arusha,2016,1,19,13.47,22.53,0.62
2016-01-20,Arusha,2016,1,20,28.34,21.34,0.66
2016-01-21,Arusha,2016,1,21,4.57,22.24,0.66
2016-01-22,Arusha,2016,1,22,1.6,23.25,0.66
2016-01-23,Arusha,2016,1,23,0.07,23.62,0.66
2016-01-24,Arusha,2016,1,24,0.34,23.82,0.65
2016-01-25,Arusha,2016,1,25,0.1,24.22,0.64
2016-01-26,Arusha,2016,1,26,0.99,24.41,0.64
2016-01-27,Arusha,2016,1,27,2.46,23.01,0.63
2016-01-28,Arusha,2016,1,28,7.62,21.34,0.64
2016-01-29,Arusha,2016,1,29,7.6,20.69,0.64
2016-01-30,Arusha,2016,1,30,2.41,21.66,0.64
2016-01-31,Arusha,2016,1,31,2.02,23.11,0.64
2016-02-01,Arusha,2016,2,1,5.7,22.75,0.64
2016-02-02,Arusha,2016,2,2,0.46,22.43,0.64
2016-02-03,Arusha,2016,2,3,0.08,22.71,0.63
2016-02-04,Arusha,2016,2,4,0.09,22.31,0.63
2016-02-05,Arusha,2016,2,5,0.14,22.97,0.62
2016-02-06,Arusha,2016,2,6,0.02,23.41,0.61
2016-02-07,Arusha,2016,2,7,0.13,23.74,0.61
2016-02-08,Arusha,2016,2,8,2.49,22.85,0.6
2016-02-09,Arusha,2016,2,9,13.08,21.81,0.62
2016-02-10,Arusha,2016,2,10,8.58,22.41,0.62
2016-02-11,Arusha,2016,2,11,38.93,20.95,0.66
2016-02-12,Arusha,2016,2,12,3.35,22.49,0.67
2016-02-13,Arusha,2016,2,13,2.8,23.4,0.66
2016-02-14,Arusha,2016,2,14,0.13,23.22,0.66
2016-02-15,Arusha,2016,2,15,0.04,22.82,0.65
2016-02-16,Arusha,2016,2,16,0.02,22.89,0.64
2016-02-17,Arusha,2016,2,17,0.01,22.94,0.64
2016-02-18,Arusha,2016,2,18,1.05,24.07,0.63
2016-02-19,Arusha,2016,2,19,1.34,21.98,0.63
2016-02-20,Arusha,2016,2,20,0.58,23.3,0.62
2016-02-21,Arusha,2016,2,21,0.04,23.55,0.61
2016-02-22,Arusha,2016,2,22,0.0,23.99,0.61
2016-02-23,Arusha,2016,2,23,0.04,23.81,0.6
2016-02-24,Arusha,2016,2,24,0.01,23.77,0.6
2016-02-25,Arusha,2016,2,25,0.1,24.48,0.59
2016-02-26,Arusha,2016,2,26,1.65,25.14,0.58
2016-02-27,Arusha,2016,2,27,2.79,23.94,0.58
2016-02-28,Arusha,2016,2,28,0.61,24.38,0.58
2016-02-29,Arusha,2016,2,29,0.35,24.11,0.58
2016-03-01,Arusha,2016,3,1,0.33,22.93,0.57
2016-03-02,Arusha,2016,3,2,0.72,24.21,0.57
2016-03-03,Arusha,2016,3,3,0.59,24.89,0.56
2016-03-04,Arusha,2016,3,4,0.76,24.48,0.56
2016-03-05,Arusha,2016,3,5,0.12,24.2,0.56
2016-03-06,Arusha,2016,3,6,0.14,24.5,0.55
2016-03-07,Arusha,2016,3,7,5.27,24.39,0.55
2016-03-08,Arusha,2016,3,8,5.19,24.4,0.55
2016-03-09,Arusha,2016,3,9,6.78,22.75,0.56
2016-03-10,Arusha,2016,3,10,3.04,24.31,0.56
2016-03-11,Arusha,2016,3,11,2.22,24.43,0.56
2016-03-12,Arusha,2016,3,12,0.8,24.77,0.56
2016-03-13,Arusha,2016,3,13,0.38,24.56,0.55
2016-03-14,Arusha,2016,3,14,0.59,24.84,0.55
2016-03-15,Arusha,2016,3,15,0.26,25.25,0.54
2016-03-16,Arusha,2016,3,16,0.56,26.06,0.54
2016-03-17,Arusha,2016,3,17,0.03,26.14,0.53
2016-03-18,Arusha,2016,3,18,0.04,25.07,0.53
2016-03-19,Arusha,2016,3,19,0.04,25.58,0.53
2016-03-20,Arusha,2016,3,20,1.13,25.36,0.52
2016-03-21,Arusha,2016,3,21,0.04,26.56,0.52
2016-03-22,Arusha,2016,3,22,0.85,26.59,0.52
2016-03-23,Arusha,2016,3,23,2.73,27.05,0.52
2016-03-24,Arusha,2016,3,24,0.94,26.23,0.52
2016-03-25,Arusha,2016,3,25,0.64,25.58,0.51
